HPV_position,15361-CB-15-LabPrep_S16,15361-CB-7-LabPrep_S49,15361-CB-6-LabPrep_S48,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20
7256,0,0,0,0,0
7257,0,0,0,0,0
7258,0,0,0,0,0
7259,38,84,12,106,10
7260,51,149,20,210,18
7261,89,245,27,320,30
7262,120,339,37,428,32
7263,151,436,47,550,37
7264,186,518,53,650,40
7265,221,591,60,736,47
7266,251,670,67,846,50
7267,269,742,75,953,55
7268,291,826,84,1051,63
7269,321,896,89,1162,66
7270,362,986,100,1268,74
7271,377,1053,109,1371,77
7272,402,1144,121,1490,81
7273,420,1215,132,1593,86
7274,479,1366,158,1770,95
7275,504,1432,166,1874,103
7276,543,1526,178,1994,108
7277,553,1550,179,2055,111
7278,579,1605,186,2140,115
7279,611,1672,196,2257,119
7280,614,1690,197,2286,120
7281,611,1705,204,2311,122
7282,548,1560,176,2100,118
7283,577,1628,192,2228,122
7284,614,1717,203,2376,133
7285,650,1799,212,2495,139
7286,677,1876,214,2629,140
7287,725,1987,227,2783,148
7288,776,2117,240,2951,156
7289,829,2251,264,3120,168
7290,849,2301,272,3221,169
7291,888,2385,288,3374,177
7292,921,2461,293,3526,182
7293,957,2535,306,3663,189
7294,962,2563,310,3743,192
7295,1014,2677,323,3911,203
7296,1037,2746,332,4002,207
7297,1060,2805,346,4082,214
7298,1092,2887,355,4194,219
7299,1131,2971,376,4326,225
7300,1200,3086,399,4510,230
7301,1229,3155,411,4628,237
7302,1259,3217,414,4717,238
7303,1291,3301,428,4836,245
7304,1324,3395,442,4965,252
7305,1327,3423,447,5025,255
7306,1380,3532,470,5184,267
7307,1410,3623,482,5290,273
7308,1453,3729,497,5456,281
7309,1472,3775,505,5541,282
7310,1514,3898,524,5674,286
7311,1594,4073,549,5894,297
7312,1634,4169,561,6022,299
7313,1682,4283,572,6147,309
7314,1719,4380,586,6258,318
7315,1750,4465,599,6364,319
7316,1795,4587,618,6498,326
7317,1834,4679,622,6652,331
7318,1885,4807,637,6770,340
7319,1936,4921,666,6948,345
7320,1965,5026,678,7053,350
7321,2021,5151,699,7221,354
7322,2080,5263,709,7343,368
7323,2132,5357,727,7479,376
7324,2179,5467,748,7624,382
7325,2211,5555,758,7751,383
7326,2266,5685,781,7928,393
7327,2335,5814,809,8110,400
7328,2374,5921,821,8251,407
7329,2419,6040,839,8378,412
7330,2473,6155,852,8520,422
7331,2548,6296,877,8692,434
7332,2596,6384,889,8809,444
7333,2650,6527,904,8978,451
7334,2739,6683,932,9172,460
7335,2804,6828,950,9344,472
7336,2861,6960,963,9502,480
7337,2905,7072,977,9605,493
7338,2974,7197,993,9755,501
7339,3024,7318,1005,9915,507
7340,3071,7445,1020,10090,514
7341,3121,7564,1046,10231,524
7342,3180,7710,1067,10430,530
7343,3275,7871,1099,10627,549
7344,3324,7966,1115,10759,557
7345,3395,8138,1139,10940,570
7346,3443,8251,1157,11094,580
7347,3486,8376,1170,11233,585
7348,3529,8480,1181,11362,595
7349,3597,8632,1208,11536,602
7350,3648,8749,1225,11685,612
7351,3686,8848,1241,11818,621
7352,3768,8974,1275,12000,634
7353,3811,9050,1284,12145,639
7354,3883,9192,1303,12326,651
7355,3941,9303,1334,12497,662
7356,3979,9390,1350,12616,666
7357,4042,9530,1372,12769,671
7358,4088,9637,1391,12915,675
7359,4139,9704,1409,13015,684
7360,4203,9835,1434,13203,692
7361,4246,9939,1441,13353,700
7362,4291,10051,1464,13524,707
7363,4391,10244,1505,13767,724
7364,4470,10387,1526,13955,735
7365,4516,10486,1539,14103,738
7366,4569,10628,1559,14300,745
7367,4622,10740,1579,14485,755
7368,4728,10927,1620,14700,764
7369,4781,11076,1645,14864,772
7370,4841,11196,1668,15045,786
7371,4883,11301,1680,15183,793
7372,4963,11459,1720,15366,801
7373,5016,11584,1731,15524,805
7374,5077,11676,1752,15662,810
7375,5140,11797,1765,15814,814
7376,5206,11957,1799,16021,824
7377,5265,12076,1817,16190,831
7378,5356,12274,1844,16420,854
7379,5425,12421,1871,16597,867
7380,5473,12534,1889,16723,875
7381,5526,12663,1905,16863,887
7382,5597,12774,1922,17034,890
7383,5648,12921,1948,17189,898
7384,5686,13041,1964,17323,901
7385,5804,13237,2028,17573,912
7386,5863,13326,2041,17717,922
7387,5949,13492,2066,17926,936
7388,6022,13601,2084,18103,937
7389,6063,13685,2099,18226,944
7390,6121,13830,2108,18389,948
7391,6176,13988,2120,18531,956
7392,6261,14197,2147,18751,960
7393,6307,14296,2166,18862,965
7394,6371,14437,2186,19038,977
7395,6456,14617,2224,19266,993
7396,6480,14692,2234,19345,997
7397,6546,14858,2248,19521,1005
7398,6583,14983,2269,19647,1008
7399,6647,15131,2283,19799,1018
7400,6708,15279,2306,19960,1031
7401,6783,15498,2342,20166,1044
7402,6828,15612,2358,20314,1047
7403,6907,15792,2390,20521,1057
7404,6997,15979,2415,20739,1060
7405,7096,16182,2454,20941,1069
7406,7159,16328,2466,21131,1075
7407,7234,16503,2495,21311,1083
7408,7306,16680,2522,21497,1098
7409,7378,16891,2547,21702,1118
7410,7380,16932,2548,21744,1116
7411,7436,17006,2566,21810,1119
7412,7497,17122,2602,21911,1123
7413,7549,17217,2621,22018,1126
7414,7633,17363,2645,22136,1135
7415,7671,17456,2668,22232,1138
7416,7710,17551,2681,22322,1145
7417,7735,17628,2684,22379,1146
7418,7773,17730,2686,22427,1149
7419,7849,17860,2717,22552,1149
7420,7878,17950,2727,22638,1149
7421,7898,18013,2736,22719,1152
7422,7982,18158,2764,22848,1162
7423,8051,18289,2786,22927,1172
7424,8119,18453,2808,23036,1177
7425,8189,18614,2823,23175,1190
7426,8225,18695,2832,23225,1194
7427,8289,18836,2847,23340,1195
7428,8312,18901,2857,23393,1194
7429,8396,19053,2876,23550,1199
7430,8391,19047,2871,23539,1195
7431,8458,19187,2900,23663,1201
7432,8482,19228,2898,23674,1198
7433,8540,19325,2916,23693,1201
7434,8550,19388,2933,23706,1199
7435,8618,19472,2942,23766,1206
7436,8657,19543,2957,23821,1198
7437,8675,19618,2962,23834,1200
7438,8698,19704,2976,23926,1207
7439,8738,19797,2998,23995,1213
7440,8762,19842,3003,24024,1216
7441,8774,19921,3023,24047,1214
7442,8823,20075,3045,24172,1224
7443,8852,20145,3056,24232,1223
7444,8892,20241,3078,24308,1221
7445,8941,20345,3093,24381,1230
7446,8974,20464,3119,24486,1234
7447,9043,20591,3146,24585,1243
7448,9108,20700,3171,24687,1248
7449,9147,20813,3182,24743,1257
7450,9180,20895,3196,24833,1264
7451,9210,20993,3203,24925,1264
7452,9228,21037,3216,24995,1268
7453,9296,21163,3231,25104,1277
7454,9322,21228,3244,25141,1282
7455,9364,21341,3250,25222,1289
7456,9417,21458,3270,25347,1298
7457,9415,21483,3274,25330,1298
7458,9488,21598,3301,25457,1298
7459,9509,21615,3288,25490,1294
7460,9524,21657,3287,25516,1302
7461,9569,21805,3302,25607,1309
7462,9572,21822,3300,25589,1308
7463,9614,21922,3320,25750,1313
7464,9646,21996,3343,25787,1321
7465,9671,22060,3347,25854,1324
7466,9695,22133,3349,25831,1326
7467,9716,22155,3355,25850,1327
7468,9752,22237,3352,25946,1332
7469,9750,22236,3347,25954,1323
7470,9781,22280,3341,25983,1334
7471,9796,22309,3348,26027,1333
7472,9798,22338,3368,26072,1342
7473,9879,22506,3396,26216,1356
7474,9878,22588,3390,26237,1359
7475,9917,22677,3402,26321,1360
7476,9981,22784,3422,26427,1368
7477,10019,22838,3441,26477,1360
7478,10061,22951,3460,26598,1373
7479,10102,23012,3469,26634,1373
7480,10164,23132,3494,26758,1375
7481,10149,23132,3492,26757,1370
7482,10109,23135,3491,26699,1368
7483,10131,23251,3507,26796,1376
7484,10138,23291,3517,26841,1377
7485,10167,23353,3533,26858,1379
7486,10176,23425,3528,26840,1373
7487,10201,23507,3525,26890,1381
7488,10200,23504,3512,26919,1369
7489,10222,23557,3518,26969,1373
7490,10196,23571,3515,26937,1366
7491,10236,23684,3528,27037,1378
7492,10283,23795,3543,27118,1388
7493,10304,23893,3556,27164,1397
7494,10399,24018,3582,27280,1402
7495,10429,24148,3598,27423,1406
7496,10453,24237,3610,27491,1425
7497,10465,24317,3621,27540,1427
7498,10530,24478,3634,27708,1450
7499,10551,24525,3632,27707,1448
7500,10598,24653,3648,27795,1447
7501,10626,24715,3661,27819,1452
7502,10706,24848,3688,27934,1471
7503,10742,24984,3693,27993,1482
7504,10800,25119,3706,28079,1490
7505,10829,25219,3723,28124,1497
7506,10858,25296,3724,28162,1492
7507,10922,25419,3755,28295,1498
7508,10921,25510,3768,28334,1498
7509,10958,25618,3782,28430,1504
7510,10960,25667,3772,28439,1510
7511,10998,25761,3781,28444,1513
7512,11041,25822,3788,28497,1518
7513,11076,25928,3799,28576,1525
7514,11057,25921,3811,28555,1532
7515,11068,26031,3811,28626,1528
7516,11143,26158,3836,28723,1540
7517,11116,26233,3839,28772,1535
7518,11115,26310,3828,28797,1538
7519,11103,26389,3828,28817,1545
7520,11123,26417,3820,28836,1549
7521,11138,26457,3823,28838,1555
7522,11134,26556,3832,28859,1560
7523,11153,26669,3845,28932,1568
7524,11126,26654,3834,28877,1555
7525,11142,26701,3829,28867,1553
7526,11144,26732,3840,28867,1557
7527,11158,26798,3855,28925,1561
7528,11229,26998,3878,29080,1564
7529,11244,27063,3887,29162,1569
7530,11262,27155,3912,29240,1579
7531,11310,27271,3941,29345,1583
7532,11380,27413,3959,29468,1586
7533,11385,27428,3957,29474,1584
7534,11437,27523,3968,29581,1593
7535,11443,27568,3981,29617,1593
7536,11392,27569,3969,29551,1589
7537,11370,27568,3967,29539,1590
7538,11418,27739,3996,29676,1601
7539,11397,27743,3978,29696,1604
7540,11425,27824,3999,29775,1614
7541,11486,27955,4023,29876,1620
7542,11492,28017,4028,29948,1618
7543,11548,28129,4051,30076,1630
7544,11552,28156,4055,30110,1631
7545,11590,28250,4081,30186,1636
7546,11589,28285,4085,30226,1634
7547,11607,28274,4088,30220,1639
7548,11611,28317,4097,30273,1644
7549,11644,28417,4117,30406,1661
7550,11655,28515,4136,30528,1664
7551,11643,28499,4124,30542,1672
7552,11654,28535,4113,30549,1675
7553,11627,28474,4122,30482,1672
7554,11654,28570,4163,30553,1672
7555,11672,28608,4166,30578,1680
7556,11656,28604,4164,30603,1675
7557,11661,28620,4168,30593,1685
7558,11641,28591,4175,30553,1685
7559,11610,28572,4163,30528,1677
7560,11599,28586,4175,30588,1676
7561,11612,28619,4161,30585,1680
7562,11633,28623,4161,30589,1680
7563,11563,28496,4161,30498,1673
7564,11571,28508,4164,30529,1669
7565,11628,28557,4191,30631,1672
7566,11609,28514,4188,30572,1671
7567,11640,28592,4205,30674,1670
7568,11595,28474,4191,30585,1667
7569,11589,28493,4186,30603,1666
7570,11637,28577,4200,30688,1676
7571,11606,28532,4194,30675,1677
7572,11597,28505,4197,30680,1673
7573,11609,28519,4201,30723,1672
7574,11584,28492,4195,30687,1665
7575,11579,28483,4193,30676,1661
7576,11578,28520,4198,30728,1667
7577,11563,28546,4205,30774,1670
7578,11579,28521,4209,30791,1681
7579,11571,28546,4222,30829,1682
7580,11594,28638,4246,30908,1693
7581,11587,28677,4257,30952,1705
7582,11604,28698,4260,30938,1708
7583,11613,28758,4270,30983,1714
7584,11568,28708,4260,30929,1709
7585,11622,28777,4288,31056,1713
7586,11614,28796,4291,31085,1710
7587,11642,28838,4311,31127,1720
7588,11638,28871,4323,31145,1727
7589,11636,28892,4320,31158,1731
7590,11658,28909,4317,31225,1727
7591,11672,28904,4327,31229,1727
7592,11665,28849,4317,31238,1727
7593,11664,28869,4330,31266,1723
7594,11658,28850,4340,31250,1730
7595,11636,28872,4345,31246,1726
7596,11639,28831,4336,31235,1724
7597,11631,28850,4341,31244,1727
7598,11622,28862,4346,31252,1728
7599,11600,28806,4340,31240,1729
7600,11648,28854,4353,31300,1741
7601,11643,28855,4364,31306,1741
7602,11645,28882,4371,31319,1743
7603,11617,28839,4369,31291,1740
7604,11629,28874,4374,31323,1747
7605,11598,28828,4375,31326,1749
7606,11581,28815,4378,31261,1743
7607,11602,28893,4402,31363,1751
7608,11601,28926,4417,31409,1749
7609,11640,28973,4434,31491,1764
7610,11658,28970,4448,31493,1776
7611,11634,28943,4436,31430,1778
7612,11660,29009,4447,31531,1774
7613,11669,29042,4463,31570,1784
7614,11739,29115,4508,31655,1798
7615,11722,29091,4506,31646,1792
7616,11721,29101,4531,31690,1789
7617,11710,28998,4526,31675,1792
7618,11700,28969,4524,31628,1790
7619,11720,28944,4532,31666,1798
7620,11660,28876,4508,31600,1786
7621,11707,28959,4542,31687,1794
7622,11674,28856,4540,31580,1797
7623,11745,28884,4560,31648,1805
7624,11727,28811,4548,31606,1800
7625,11675,28697,4537,31543,1794
7626,11656,28697,4523,31480,1790
7627,11617,28655,4523,31494,1794
7628,11618,28643,4525,31567,1794
7629,11556,28588,4493,31508,1774
7630,11548,28552,4494,31449,1784
7631,11538,28544,4505,31477,1788
7632,11576,28562,4509,31611,1794
7633,11546,28495,4500,31549,1788
7634,11536,28483,4497,31536,1787
7635,11506,28410,4480,31475,1780
7636,11543,28446,4489,31550,1790
7637,11539,28382,4480,31513,1791
7638,11465,28280,4483,31402,1786
7639,11439,28201,4479,31386,1792
7640,11429,28178,4476,31400,1785
7641,11408,28119,4465,31351,1767
7642,11401,28152,4465,31416,1762
7643,11349,28107,4431,31329,1753
7644,11348,28098,4448,31366,1750
7645,11306,28041,4422,31296,1725
7646,11293,27960,4426,31240,1721
7647,11317,27904,4435,31268,1720
7648,11266,27820,4425,31226,1725
7649,11265,27810,4436,31188,1716
7650,11189,27702,4402,31059,1703
7651,11155,27653,4394,31056,1703
7652,11158,27593,4391,31019,1705
7653,11150,27567,4388,31016,1714
7654,11121,27494,4376,31003,1714
7655,11088,27448,4372,30984,1709
7656,11075,27437,4372,30949,1710
7657,11034,27322,4354,30864,1696
7658,11006,27222,4356,30811,1697
7659,10975,27161,4356,30762,1692
7660,10960,27108,4345,30710,1684
7661,10932,27026,4335,30695,1675
7662,10939,26961,4345,30706,1678
7663,10921,26900,4334,30672,1688
7664,10917,26815,4322,30633,1686
7665,10881,26663,4296,30538,1677
7666,10910,26699,4298,30575,1685
7667,10962,26707,4328,30630,1689
7668,10966,26659,4323,30638,1698
7669,10930,26570,4307,30584,1701
7670,10932,26491,4304,30545,1706
7671,10930,26500,4313,30611,1711
7672,10937,26411,4313,30548,1716
7673,10977,26446,4330,30623,1727
7674,10964,26355,4320,30593,1728
7675,10918,26241,4329,30493,1720
7676,10906,26185,4310,30450,1718
7677,10911,26156,4310,30409,1717
7678,10860,26019,4288,30301,1717
7679,10794,25909,4255,30189,1710
7680,10775,25847,4250,30146,1704
7681,10765,25786,4258,30143,1710
7682,10743,25723,4252,30149,1720
7683,10700,25653,4238,30098,1721
7684,10686,25572,4222,30007,1717
7685,10653,25507,4217,29949,1715
7686,10644,25447,4229,29899,1721
7687,10618,25368,4213,29809,1716
7688,10585,25278,4206,29765,1715
7689,10566,25226,4196,29732,1724
7690,10545,25222,4187,29727,1720
7691,10532,25172,4176,29671,1715
7692,10493,25084,4160,29637,1711
7693,10500,25037,4151,29638,1707
7694,10495,24993,4144,29645,1708
7695,10467,24893,4130,29558,1713
7696,10464,24880,4128,29508,1712
7697,10417,24772,4110,29382,1700
7698,10409,24754,4106,29310,1698
7699,10361,24634,4099,29198,1689
7700,10332,24560,4086,29143,1682
7701,10278,24497,4066,29040,1687
7702,10224,24343,4030,28900,1682
7703,10230,24322,4031,28896,1688
7704,10197,24269,4001,28858,1686
7705,10157,24217,3987,28805,1684
7706,10100,24120,3963,28708,1674
7707,10019,24024,3923,28587,1663
7708,10018,24008,3932,28600,1667
7709,10006,23955,3926,28598,1673
7710,9959,23890,3909,28498,1673
7711,9971,23864,3904,28509,1672
7712,9913,23752,3880,28440,1676
7713,9893,23746,3880,28408,1678
7714,9853,23702,3885,28356,1673
7715,9836,23652,3876,28263,1682
7716,9841,23643,3881,28227,1687
7717,9806,23543,3873,28149,1685
7718,9787,23457,3858,28078,1686
7719,9727,23383,3849,27992,1677
7720,9708,23349,3839,27950,1687
7721,9682,23281,3842,27883,1687
7722,9684,23287,3839,27939,1682
7723,9681,23228,3841,27889,1681
7724,9674,23194,3846,27869,1682
7725,9633,23079,3833,27731,1674
7726,9655,23113,3832,27748,1678
7727,9621,23084,3821,27709,1683
7728,9583,23029,3794,27635,1676
7729,9544,22935,3777,27556,1675
7730,9503,22851,3751,27448,1669
7731,9498,22885,3747,27426,1675
7732,9475,22821,3725,27421,1674
7733,9452,22748,3712,27367,1670
7734,9400,22616,3690,27243,1657
7735,9403,22609,3688,27221,1654
7736,9402,22617,3689,27180,1666
7737,9354,22484,3654,27069,1660
7738,9345,22479,3639,27002,1655
7739,9339,22454,3633,26941,1649
7740,9291,22367,3610,26835,1645
7741,9262,22309,3590,26726,1649
7742,9216,22205,3557,26634,1643
7743,9198,22133,3545,26559,1639
7744,9197,22074,3533,26521,1647
7745,9152,21994,3517,26417,1646
7746,9149,22016,3516,26370,1650
7747,9155,21973,3500,26340,1655
7748,9154,21951,3498,26293,1660
7749,9136,21899,3478,26231,1654
7750,9113,21796,3448,26162,1645
7751,9047,21709,3412,26072,1633
7752,9016,21652,3377,25968,1628
7753,8985,21592,3361,25884,1624
7754,8923,21437,3327,25695,1607
7755,8891,21397,3321,25570,1610
7756,8841,21273,3295,25410,1607
7757,8784,21130,3267,25259,1603
7758,8712,20980,3240,25046,1590
7759,8710,20952,3236,25009,1594
7760,8698,20902,3230,24946,1599
7761,8614,20732,3204,24754,1589
7762,8581,20638,3198,24638,1583
7763,8540,20546,3184,24541,1575
7764,8476,20365,3159,24380,1564
7765,8391,20254,3117,24215,1554
7766,8335,20130,3085,24055,1546
7767,8304,19997,3067,23904,1543
7768,8255,19875,3059,23734,1543
7769,8211,19758,3041,23575,1537
7770,8145,19623,3025,23407,1525
7771,8084,19513,3013,23253,1516
7772,8006,19345,2985,23042,1507
7773,7960,19214,2953,22869,1498
7774,7925,19103,2953,22709,1495
7775,7873,18953,2934,22504,1484
7776,7815,18813,2923,22339,1480
7777,7759,18649,2905,22199,1477
7778,7722,18507,2884,22043,1469
7779,7647,18298,2858,21792,1449
7780,7586,18125,2836,21577,1443
7781,7538,17989,2812,21423,1441
7782,7445,17803,2785,21197,1434
7783,7376,17644,2769,21019,1424
7784,7307,17481,2756,20839,1416
7785,7245,17352,2728,20644,1400
7786,7201,17221,2711,20472,1392
7787,7151,17086,2693,20319,1386
7788,7058,16908,2659,20053,1374
7789,7036,16748,2655,19946,1371
7790,6965,16586,2625,19776,1363
7791,6905,16394,2596,19588,1350
7792,6837,16223,2577,19386,1343
7793,6764,16006,2545,19173,1327
7794,6700,15873,2520,18959,1319
7795,6642,15726,2502,18800,1310
7796,6594,15606,2482,18628,1307
7797,6517,15468,2454,18468,1297
7798,6436,15289,2421,18252,1282
7799,6331,15059,2382,18016,1267
7800,6259,14914,2352,17778,1251
7801,6219,14832,2337,17658,1241
7802,6143,14647,2302,17430,1222
7803,6049,14451,2268,17180,1208
7804,5987,14320,2243,17008,1204
7805,5908,14140,2214,16761,1193
7806,5848,14009,2198,16608,1182
7807,5776,13860,2184,16429,1164
7808,5696,13677,2143,16182,1157
7809,5645,13545,2126,16025,1145
7810,5532,13317,2084,15770,1131
7811,5447,13151,2054,15563,1119
7812,5388,13015,2027,15392,1110
7813,5297,12857,2001,15163,1093
7814,5225,12708,1973,14979,1078
7815,5144,12517,1947,14746,1065
7816,5075,12381,1936,14568,1050
7817,5026,12298,1913,14430,1047
7818,4959,12156,1891,14292,1032
7819,4882,12002,1873,14073,1017
7820,4816,11861,1835,13864,1004
7821,4735,11705,1797,13677,991
7822,4717,11627,1782,13594,987
7823,4650,11506,1768,13433,977
7824,4583,11339,1748,13193,961
7825,4495,11141,1700,12996,939
7826,4431,10976,1677,12803,927
7827,4369,10843,1661,12650,916
7828,4297,10676,1632,12466,898
7829,4249,10557,1609,12302,890
7830,4154,10359,1576,12045,872
7831,4103,10243,1574,11927,862
7832,4038,10082,1529,11730,845
7833,4002,9950,1499,11573,837
7834,3954,9834,1476,11440,830
7835,3896,9680,1458,11264,821
7836,3783,9426,1412,10956,802
7837,3772,9356,1398,10868,794
7838,3681,9179,1368,10637,771
7839,3632,9076,1351,10477,762
7840,3586,8978,1340,10320,754
7841,3522,8852,1325,10162,743
7842,3500,8731,1300,10034,739
7843,3443,8585,1288,9886,729
7844,3381,8420,1268,9712,716
7845,3344,8297,1245,9546,706
7846,3275,8124,1211,9324,691
7847,3244,8048,1201,9256,687
7848,3174,7871,1181,9052,671
7849,3127,7739,1170,8903,664
7850,3098,7654,1157,8779,650
7851,3044,7522,1125,8593,637
7852,2989,7357,1104,8407,625
7853,2942,7250,1086,8230,608
7854,2921,7150,1082,8109,605
7855,2879,7054,1070,7978,600
7856,2829,6905,1048,7789,593
7857,2799,6796,1041,7674,588
7858,2739,6621,1026,7489,579
7859,2706,6550,1007,7372,572
7860,2619,6365,971,7153,547
7861,2589,6255,954,7025,541
7862,2558,6126,928,6871,533
7863,2525,6035,910,6744,527
7864,2475,5879,891,6564,515
7865,2408,5758,878,6416,504
7866,2369,5640,858,6272,495
7867,2321,5513,846,6115,486
7868,2263,5362,832,5942,466
7869,2204,5220,816,5783,462
7870,2144,5084,785,5647,453
7871,2084,4937,763,5480,441
7872,2011,4792,730,5330,429
7873,1962,4678,716,5179,424
7874,1899,4545,683,4987,418
7875,1870,4459,679,4875,406
7876,1821,4339,660,4758,399
7877,1765,4165,642,4557,391
7878,1733,4068,632,4455,379
7879,1679,3920,609,4304,366
7880,1623,3749,586,4137,352
