HPV_position,15361-CB-10-LabPrep_S11,15361-CB-11-LabPrep_S12,15361-CB-12-LabPrep_S13,15361-CB-13-LabPrep_S14,15361-CB-14-LabPrep_S15,15361-CB-15-LabPrep_S16,15361-CB-16-LabPrep_S17,15361-CB-17-LabPrep_S18,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20,15361-CB-1-LabPrep_S10,15361-CB-20-LabPrep_S22,15361-CB-21-LabPrep_S23,15361-CB-23-LabPrep_S25,15361-CB-24-LabPrep_S26,15361-CB-26-LabPrep_S28,15361-CB-2-LabPrep_S21,15361-CB-30-LabPrep_S33,15361-CB-32-LabPrep_S34,15361-CB-34-LabPrep_S36,15361-CB-35-LabPrep_S37,15361-CB-38-LabPrep_S40,15361-CB-39-LabPrep_S41,15361-CB-3-LabPrep_S32,15361-CB-40-LabPrep_S43,15361-CB-42-LabPrep_S44,15361-CB-44-LabPrep_S46,15361-CB-4-LabPrep_S42,15361-CB-6-LabPrep_S48,15361-CB-7-LabPrep_S49,15361-CB-9-LabPrep_S51
5813,50781,7923,48904,22168,33146,9013,13855,41457,24359,1565,12277,6162,75,21697,3429,407,46668,57,10723,10,3824,3034,28086,26365,20,15397,16059,444,2474,25571,7450
5814,50900,7923,48992,22213,33221,9028,13885,41528,24412,1571,12306,6175,76,21743,3435,408,46807,57,10760,10,3832,3040,28089,26392,20,15427,16075,444,2475,25656,7481
5815,51022,7933,49024,22268,33251,9064,13877,41557,24453,1574,12309,6179,77,21754,3436,408,46867,57,10797,10,3825,3040,28064,26418,20,15416,16060,440,2475,25650,7476
5816,51031,7939,49026,22286,33261,9075,13881,41567,24486,1575,12322,6214,78,21797,3445,405,46930,58,10812,10,3817,3049,28094,26417,20,15423,16065,443,2478,25687,7486
5817,50949,7931,49016,22297,33228,9066,13850,41545,24515,1573,12315,6216,79,21759,3437,409,46901,58,10803,10,3817,3041,28128,26403,20,15421,16058,440,2472,25680,7487
5818,51053,7962,49145,22413,33309,9110,13877,41584,24569,1570,12372,6252,80,21790,3445,409,47061,58,10831,10,3823,3070,28185,26449,20,15475,16087,443,2474,25755,7520
5819,51129,7995,49240,22540,33377,9145,13934,41619,24667,1579,12400,6290,84,21889,3452,409,47154,58,10879,10,3827,3090,28272,26545,20,15528,16149,446,2477,25864,7550
5820,51243,8032,49373,22672,33483,9200,13976,41716,24755,1586,12436,6338,84,21945,3468,410,47354,58,10929,10,3856,3094,28396,26648,20,15607,16219,446,2487,25975,7608
5821,51150,8021,49348,22650,33492,9212,13938,41705,24736,1586,12456,6318,83,21888,3458,414,47335,58,10945,10,3855,3102,28343,26618,20,15606,16216,448,2482,25925,7588
5822,51298,8058,49502,22752,33637,9252,13985,41820,24838,1596,12534,6378,83,22023,3476,418,47566,58,11023,10,3867,3127,28454,26732,20,15696,16278,451,2499,26036,7654
5823,51302,8104,49514,22812,33703,9298,14009,41856,24896,1599,12583,6421,84,22118,3500,418,47650,59,11063,10,3900,3148,28503,26790,20,15751,16354,457,2527,26071,7688
5824,51310,8099,49518,22846,33704,9275,13995,41860,24893,1596,12593,6422,84,22082,3483,417,47723,58,11067,10,3886,3153,28497,26752,20,15739,16339,455,2537,26049,7675
5825,51327,8096,49551,22897,33756,9288,14007,41821,24935,1599,12629,6458,86,22150,3486,422,47813,59,11110,10,3894,3165,28534,26778,20,15754,16347,451,2555,26085,7711
5826,51422,8117,49662,22934,33798,9288,13989,41858,24973,1605,12634,6488,86,22143,3489,417,47917,60,11118,10,3890,3162,28577,26801,20,15766,16342,455,2559,26098,7728
5827,51338,8117,49638,22954,33821,9292,13962,41811,24981,1607,12633,6486,85,22146,3492,416,47924,61,11111,9,3889,3157,28585,26768,24,15763,16330,455,2555,26059,7737
5828,51277,8140,49638,22993,33842,9325,13948,41811,25006,1596,12647,6511,85,22173,3500,416,47957,62,11124,9,3883,3180,28600,26734,24,15782,16327,453,2564,26060,7731
5829,51446,8167,49745,23081,33922,9383,13986,41918,25106,1602,12714,6545,86,22242,3520,418,48207,62,11184,9,3896,3199,28694,26821,24,15842,16384,461,2574,26139,7788
5830,51470,8178,49791,23099,33951,9409,13971,41925,25133,1603,12709,6553,88,22255,3528,421,48336,62,11184,8,3908,3198,28726,26855,24,15843,16367,461,2580,26131,7781
5831,51414,8148,49733,23066,33897,9384,13902,41840,25047,1603,12661,6542,89,22139,3526,421,48317,63,11151,7,3879,3186,28656,26802,24,15787,16323,460,2578,26019,7774
5832,51376,8159,49649,23108,33878,9393,13917,41755,25036,1596,12643,6569,90,22197,3525,421,48329,64,11152,7,3864,3190,28647,26760,24,15797,16318,456,2567,26015,7776
5833,51541,8217,49819,23249,34031,9449,14004,41893,25185,1602,12731,6626,91,22307,3561,427,48596,64,11217,7,3914,3213,28772,26864,24,15863,16415,458,2597,26130,7829
5834,51557,8220,49895,23308,34110,9487,14010,41971,25267,1599,12778,6654,93,22316,3569,423,48712,63,11239,8,3921,3202,28806,26908,24,15865,16442,461,2605,26154,7843
5835,51550,8215,49882,23345,34087,9486,13992,41929,25236,1601,12770,6663,94,22314,3575,422,48801,63,11249,8,3903,3190,28764,26869,24,15852,16402,457,2605,26123,7847
5836,51577,8212,49959,23372,34103,9503,13975,41944,25251,1599,12789,6681,94,22307,3591,420,48871,65,11251,8,3917,3204,28770,26884,24,15864,16386,456,2606,26120,7856
5837,51606,8209,49994,23407,34124,9527,13975,41939,25300,1606,12791,6707,93,22314,3599,424,48968,63,11279,8,3914,3227,28767,26899,24,15874,16398,456,2594,26126,7865
5838,51724,8210,50124,23455,34206,9532,13964,41973,25346,1597,12834,6731,90,22358,3617,424,49179,65,11305,8,3896,3226,28796,26955,24,15893,16402,456,2607,26192,7878
5839,51741,8206,50151,23521,34228,9531,13952,41955,25355,1600,12840,6755,91,22426,3613,427,49310,65,11318,8,3897,3230,28793,26946,24,15913,16407,453,2620,26198,7898
5840,51783,8231,50146,23602,34257,9565,13987,41963,25446,1609,12904,6794,94,22450,3636,424,49365,65,11344,8,3908,3251,28894,27001,24,15966,16452,446,2639,26231,7949
5841,51619,8172,50069,23500,34117,9505,13893,41861,25313,1598,12822,6766,94,22295,3614,429,49346,64,11272,8,3893,3245,28822,26928,24,15914,16360,441,2619,26130,7921
5842,51607,8207,50115,23588,34136,9557,13884,41864,25330,1605,12852,6805,95,22362,3614,432,49436,67,11305,8,3904,3263,28830,26955,24,15928,16374,438,2627,26127,7941
5843,51685,8235,50245,23693,34227,9596,13897,41927,25365,1610,12905,6888,96,22429,3634,434,49596,68,11345,8,3916,3290,28883,27055,24,15980,16422,437,2634,26187,7981
5844,51691,8258,50290,23757,34277,9616,13896,41904,25410,1611,12942,6919,95,22405,3653,434,49701,69,11375,8,3922,3309,28936,27067,24,15993,16442,439,2634,26216,7987
5845,51858,8329,50426,23923,34416,9697,13957,41997,25532,1620,13024,7012,96,22624,3684,431,49930,69,11448,8,3948,3341,29025,27160,24,16103,16516,442,2666,26336,8062
5846,51829,8306,50406,23925,34383,9678,13899,41918,25495,1617,12977,7043,98,22584,3687,423,49956,67,11432,8,3938,3333,28949,27124,24,16081,16489,442,2663,26289,8029
5847,51782,8313,50374,23951,34382,9681,13918,41863,25436,1612,12964,7043,98,22572,3695,424,50005,65,11445,8,3953,3341,28961,27132,24,16068,16498,444,2671,26287,8022
5848,51884,8346,50529,24087,34492,9726,13955,41968,25603,1614,13033,7101,100,22637,3711,425,50213,65,11493,8,3970,3353,29094,27222,24,16127,16565,448,2680,26370,8045
5849,51877,8352,50479,24099,34466,9721,13949,41951,25615,1613,13036,7131,99,22616,3714,429,50260,64,11510,7,3983,3356,29108,27238,24,16142,16563,448,2690,26361,8072
5850,51937,8354,50540,24156,34517,9751,13935,42003,25676,1612,13069,7161,99,22625,3724,428,50345,64,11532,7,3991,3379,29147,27326,24,16175,16590,449,2695,26397,8126
5851,51908,8351,50565,24166,34470,9757,13897,41984,25664,1605,13067,7193,98,22579,3720,430,50420,62,11532,7,3981,3373,29129,27345,24,16175,16600,446,2690,26406,8124
5852,51977,8379,50681,24236,34553,9766,13861,42027,25704,1607,13082,7229,98,22583,3719,432,50614,62,11587,8,3984,3387,29189,27383,19,16218,16639,453,2690,26455,8133
5853,51880,8369,50599,24209,34487,9739,13814,41887,25675,1602,13077,7240,96,22550,3715,433,50643,64,11582,8,3971,3386,29140,27330,19,16195,16587,451,2700,26388,8128
5854,51914,8397,50727,24348,34594,9815,13839,41984,25775,1611,13167,7314,97,22629,3742,430,50772,65,11653,8,4006,3421,29232,27406,19,16246,16652,453,2737,26466,8198
5855,51882,8420,50713,24434,34654,9893,13864,42010,25834,1615,13225,7387,98,22708,3767,428,50876,66,11709,8,4010,3442,29218,27442,19,16304,16685,452,2767,26531,8261
5856,52015,8450,50872,24551,34736,9926,13892,42101,25910,1615,13277,7461,99,22718,3779,433,51111,65,11755,8,4046,3461,29315,27571,19,16352,16743,453,2769,26626,8320
5857,52070,8470,50923,24580,34748,9936,13887,42115,25964,1614,13325,7500,99,22747,3796,435,51232,65,11793,8,4056,3465,29329,27640,19,16379,16747,451,2782,26653,8366
5858,52027,8463,50852,24596,34754,9959,13884,42084,25979,1616,13362,7546,100,22704,3799,436,51286,64,11837,8,4064,3473,29296,27627,19,16383,16734,453,2794,26642,8414
5859,52079,8509,50948,24695,34859,10029,13891,42155,26084,1626,13441,7620,102,22787,3831,440,51519,65,11920,8,4087,3493,29356,27696,19,16435,16790,452,2822,26741,8457
5860,52143,8526,51032,24774,34926,10081,13901,42191,26168,1639,13473,7672,104,22799,3867,441,51612,64,11968,8,4107,3524,29427,27768,19,16518,16873,456,2832,26789,8489
5861,52125,8523,51055,24812,34984,10106,13880,42173,26170,1651,13502,7725,106,22782,3862,445,51699,63,11945,8,4124,3552,29458,27790,19,16533,16869,459,2845,26811,8518
5862,52130,8508,51075,24835,35023,10115,13836,42177,26193,1663,13528,7758,107,22750,3886,446,51796,63,11946,8,4139,3566,29466,27818,19,16530,16859,455,2845,26853,8541
5863,52172,8538,51157,24880,35069,10152,13823,42222,26246,1674,13559,7840,110,22744,3910,447,51963,64,12007,8,4149,3588,29447,27856,19,16568,16862,452,2860,26877,8585
5864,52192,8581,51291,24997,35166,10201,13893,42357,26293,1686,13657,7894,112,22845,3936,446,52129,63,12082,8,4177,3609,29516,27944,19,16634,16949,454,2874,26947,8640
5865,52169,8589,51232,25037,35199,10202,13890,42320,26336,1687,13662,7928,112,22845,3940,442,52244,63,12092,8,4182,3616,29544,27952,19,16621,16944,454,2874,26997,8644
5866,52205,8608,51304,25111,35266,10209,13876,42328,26379,1688,13692,7964,114,22839,3958,443,52367,63,12124,8,4173,3629,29576,27948,19,16660,16984,450,2885,27031,8675
5867,52289,8608,51418,25161,35334,10238,13883,42374,26396,1698,13758,8028,116,22874,3961,445,52519,65,12179,8,4175,3622,29588,27987,19,16653,16987,446,2891,27082,8719
5868,52326,8643,51482,25256,35373,10271,13898,42424,26465,1700,13830,8103,117,22918,3982,447,52683,65,12223,8,4208,3637,29662,28029,19,16714,17027,450,2907,27149,8775
5869,52322,8661,51474,25296,35374,10295,13882,42414,26486,1702,13869,8133,117,22908,3990,451,52737,65,12260,8,4229,3649,29710,28066,19,16764,17051,453,2922,27147,8797
5870,52278,8679,51426,25325,35372,10319,13870,42340,26485,1697,13872,8163,118,22897,4004,448,52755,65,12243,9,4230,3662,29688,28039,19,16776,17010,450,2924,27114,8820
5871,52437,8726,51578,25484,35573,10382,13915,42403,26634,1713,13969,8276,119,23054,4047,453,52991,66,12312,9,4248,3700,29788,28149,19,16856,17079,454,2953,27240,8919
5872,52423,8721,51584,25499,35543,10382,13892,42341,26604,1711,13975,8333,119,23024,4053,451,53002,66,12326,9,4255,3701,29749,28113,19,16851,17084,454,2951,27259,8915
5873,52415,8729,51638,25557,35565,10416,13873,42304,26582,1710,13990,8385,119,23033,4067,453,53152,67,12371,9,4268,3716,29764,28157,19,16872,17093,453,2966,27285,8976
5874,52440,8734,51709,25679,35604,10485,13896,42350,26625,1729,14037,8458,121,23091,4084,450,53288,68,12419,9,4278,3741,29827,28177,19,16934,17141,453,2973,27355,9036
5875,52426,8737,51791,25762,35628,10507,13890,42382,26676,1728,14075,8531,121,23098,4106,447,53374,69,12427,9,4264,3760,29882,28222,18,16971,17169,456,2982,27390,9058
5876,52563,8751,51880,25818,35690,10549,13875,42383,26759,1727,14104,8608,121,23162,4125,447,53573,68,12453,9,4276,3762,29868,28249,15,16980,17181,455,3001,27403,9090
5877,52535,8760,51956,25880,35695,10568,13860,42405,26798,1722,14135,8649,121,23163,4135,450,53675,67,12481,9,4287,3799,29887,28250,14,17023,17181,455,3005,27424,9118
5878,52472,8764,51943,25940,35703,10606,13863,42348,26803,1729,14147,8682,120,23167,4149,446,53715,64,12508,9,4305,3818,29862,28264,14,17036,17194,455,3020,27441,9148
5879,52440,8789,51913,26019,35666,10642,13858,42359,26822,1732,14191,8722,123,23147,4169,445,53791,64,12517,9,4320,3822,29895,28288,14,17068,17229,458,3022,27453,9173
5880,52508,8808,52037,26092,35789,10664,13892,42417,26925,1731,14241,8783,123,23184,4178,445,53952,65,12553,9,4326,3825,29935,28369,14,17120,17273,457,3031,27518,9207
5881,52462,8810,52083,26139,35794,10687,13856,42373,26923,1724,14261,8825,126,23115,4179,446,54074,66,12561,9,4333,3818,29983,28372,14,17124,17288,457,3021,27495,9233
5882,52360,8799,51965,26117,35720,10671,13799,42243,26824,1715,14235,8849,125,23052,4171,448,54065,69,12557,9,4317,3817,29933,28329,14,17117,17237,457,3025,27481,9236
5883,52386,8808,52076,26164,35764,10680,13790,42279,26867,1714,14256,8884,124,23053,4174,447,54243,70,12590,8,4337,3828,29972,28360,14,17137,17272,459,3043,27512,9262
5884,52463,8807,52155,26207,35802,10691,13793,42296,26919,1716,14297,8921,123,23076,4177,449,54388,70,12621,8,4340,3842,29993,28382,14,17176,17267,457,3042,27543,9301
5885,52369,8781,52116,26151,35730,10679,13752,42160,26884,1710,14253,8928,122,22988,4172,445,54368,70,12603,8,4327,3852,29941,28336,14,17125,17218,456,3044,27500,9307
5886,52325,8776,52110,26212,35744,10693,13694,42150,26862,1705,14263,8941,122,22906,4173,447,54440,70,12626,8,4329,3853,29959,28355,14,17123,17244,461,3053,27480,9311
5887,52345,8795,52150,26282,35805,10715,13701,42163,26876,1716,14306,8973,122,22887,4191,449,54542,70,12668,8,4339,3873,29995,28420,14,17125,17262,469,3060,27478,9326
5888,52335,8770,52112,26253,35735,10702,13650,42071,26849,1713,14285,8996,124,22883,4189,450,54577,71,12679,8,4332,3880,29897,28371,14,17108,17229,468,3066,27450,9323
5889,52323,8778,52176,26365,35767,10741,13654,42103,26899,1713,14331,9036,125,22901,4195,448,54659,71,12721,8,4349,3891,29969,28468,14,17156,17290,469,3064,27492,9349
5890,52335,8782,52148,26360,35724,10711,13600,41975,26851,1713,14331,9051,125,22832,4195,448,54718,71,12690,8,4342,3892,29950,28420,14,17123,17243,472,3064,27449,9338
5891,52401,8774,52195,26400,35788,10722,13570,41958,26862,1715,14333,9098,128,22832,4209,446,54821,71,12705,8,4344,3901,29948,28477,14,17143,17232,468,3078,27481,9367
5892,52397,8810,52243,26490,35855,10755,13584,42008,26911,1716,14384,9149,128,22850,4239,452,54921,71,12745,8,4376,3939,29986,28589,14,17156,17258,472,3102,27524,9439
5893,52408,8813,52366,26553,35870,10770,13581,42005,26956,1709,14407,9168,129,22830,4260,451,55066,71,12780,8,4389,3948,29990,28616,14,17193,17289,473,3110,27571,9468
5894,52532,8860,52471,26655,35948,10832,13607,42144,27055,1714,14456,9251,129,22897,4285,454,55280,71,12839,8,4402,3978,30075,28725,14,17279,17367,473,3122,27654,9519
5895,52665,8920,52649,26830,36085,10887,13646,42266,27195,1724,14543,9306,130,22954,4305,454,55492,72,12924,8,4412,4002,30164,28799,14,17334,17448,479,3132,27808,9580
5896,52615,8924,52676,26841,36097,10887,13611,42244,27212,1719,14558,9325,130,22962,4288,454,55529,74,12936,8,4405,4016,30231,28812,14,17339,17482,476,3151,27819,9585
5897,52668,8955,52723,26915,36161,10917,13618,42235,27251,1724,14599,9412,130,23045,4320,454,55629,76,12959,8,4421,4021,30277,28845,14,17377,17504,484,3167,27875,9648
5898,52599,8972,52685,26966,36185,10932,13615,42158,27279,1718,14608,9445,133,23053,4317,455,55686,77,12984,8,4416,4038,30275,28839,14,17352,17474,485,3183,27848,9672
5899,52502,8965,52660,26992,36117,10929,13587,42055,27268,1720,14613,9459,132,23032,4326,452,55666,76,13004,8,4421,4038,30268,28847,12,17348,17482,484,3179,27824,9664
5900,52548,8953,52694,27015,36157,10930,13560,42022,27251,1714,14629,9505,132,23042,4354,453,55782,73,12988,8,4423,4030,30244,28856,12,17354,17474,488,3185,27837,9675
5901,52616,8974,52761,27111,36211,10960,13576,42032,27324,1715,14663,9567,134,23085,4382,457,55941,73,13029,8,4419,4040,30302,28894,12,17393,17486,493,3187,27869,9718
5902,52636,8983,52767,27192,36210,10976,13599,41988,27358,1718,14688,9628,136,23068,4419,453,56026,73,13061,8,4421,4048,30294,28939,12,17408,17492,489,3190,27892,9746
5903,52601,8983,52852,27249,36222,10973,13584,42022,27395,1720,14703,9660,136,23048,4423,454,56169,79,13066,8,4427,4061,30329,28958,12,17420,17488,490,3184,27930,9756
5904,52616,8989,52912,27336,36295,11021,13592,42024,27466,1716,14771,9718,136,23104,4443,454,56304,77,13120,8,4457,4089,30344,28993,12,17511,17545,497,3206,28006,9804
5905,52641,8975,52929,27386,36333,11040,13585,42033,27456,1723,14799,9757,137,23077,4456,454,56444,81,13165,8,4459,4090,30409,29006,12,17520,17527,494,3206,27992,9832
5906,52597,8984,52893,27435,36348,11060,13581,41949,27459,1732,14826,9808,137,23086,4474,455,56505,80,13162,8,4451,4100,30424,29030,11,17527,17559,494,3210,28019,9871
5907,52654,8974,53004,27487,36409,11083,13563,41920,27496,1750,14870,9852,138,23126,4473,451,56588,80,13165,8,4462,4117,30404,29054,11,17543,17562,494,3226,28019,9895
5908,52665,8978,53067,27559,36478,11115,13573,41908,27528,1754,14902,9903,139,23125,4488,453,56688,81,13209,8,4488,4129,30481,29117,11,17584,17597,494,3228,28077,9919
5909,52681,8983,53072,27602,36529,11127,13570,41818,27555,1758,14932,9974,141,23183,4497,454,56786,81,13267,8,4486,4148,30460,29117,11,17580,17592,495,3238,28088,9954
5910,52703,8972,53098,27660,36521,11154,13560,41755,27594,1761,14953,10002,142,23194,4509,451,56884,81,13296,9,4488,4168,30497,29178,11,17626,17610,496,3226,28131,9949
5911,52849,9014,53298,27777,36631,11206,13592,41758,27659,1758,15010,10057,144,23243,4530,457,57179,81,13336,9,4489,4200,30588,29307,11,17679,17670,493,3245,28242,10008
5912,52764,9003,53220,27828,36635,11212,13587,41654,27627,1743,15019,10082,145,23199,4535,459,57168,82,13359,10,4494,4197,30535,29272,11,17689,17648,494,3257,28239,10036
5913,52860,9051,53379,27977,36762,11281,13661,41678,27760,1747,15111,10171,145,23288,4577,462,57361,81,13432,10,4512,4240,30681,29362,11,17799,17755,498,3286,28342,10103
5914,52894,9061,53419,28032,36797,11312,13675,41650,27779,1739,15147,10210,145,23288,4598,462,57471,83,13453,10,4531,4262,30760,29409,11,17820,17768,500,3299,28347,10139
5915,52965,9085,53494,28129,36853,11321,13671,41599,27846,1744,15169,10263,147,23349,4615,462,57598,83,13486,10,4524,4274,30708,29445,11,17832,17785,503,3312,28407,10173
5916,53120,9108,53622,28245,36967,11375,13708,41636,27967,1748,15238,10337,147,23454,4652,461,57858,82,13552,9,4541,4294,30831,29554,11,17892,17848,509,3332,28502,10235
5917,53154,9123,53665,28289,36981,11405,13698,41571,28000,1754,15271,10362,147,23447,4655,463,57969,81,13587,9,4537,4290,30824,29564,11,17880,17849,511,3332,28514,10269
5918,53189,9144,53715,28404,37058,11458,13735,41555,28070,1770,15329,10431,148,23497,4674,463,58083,82,13639,9,4546,4318,30885,29655,11,17950,17910,506,3357,28594,10309
5919,53145,9136,53731,28412,37047,11480,13721,41490,28048,1772,15347,10463,149,23472,4686,459,58112,80,13647,8,4545,4337,30877,29642,11,17955,17900,508,3359,28612,10341
5920,53094,9153,53716,28457,37022,11494,13731,41428,28075,1765,15366,10457,150,23428,4683,458,58187,81,13643,8,4558,4341,30909,29678,11,17957,17906,503,3365,28622,10353
5921,53162,9166,53757,28578,37096,11505,13741,41350,28161,1781,15419,10527,151,23486,4712,461,58357,82,13689,8,4562,4350,30985,29767,11,17995,17918,500,3385,28683,10420
5922,53153,9162,53841,28630,37130,11508,13733,41349,28187,1791,15454,10549,151,23496,4727,457,58451,82,13697,8,4570,4362,31039,29813,11,18025,17963,503,3387,28736,10442
5923,53172,9152,53882,28695,37215,11538,13703,41333,28245,1789,15497,10569,152,23503,4735,456,58576,83,13732,8,4581,4377,31061,29871,11,18016,17988,504,3397,28728,10460
5924,53281,9207,53998,28835,37331,11602,13786,41330,28388,1801,15607,10638,155,23613,4760,454,58722,83,13793,8,4606,4415,31165,29983,11,18101,18044,510,3421,28879,10540
5925,53347,9212,54092,28915,37374,11633,13768,41284,28439,1800,15628,10684,155,23621,4776,451,58867,83,13809,8,4609,4422,31217,30027,11,18108,18061,512,3417,28929,10562
5926,53360,9231,54189,29026,37456,11658,13779,41252,28494,1808,15680,10726,155,23678,4782,453,58977,82,13849,8,4622,4442,31279,30108,11,18137,18107,513,3422,28986,10601
5927,53337,9196,54146,29042,37411,11647,13779,41156,28511,1813,15689,10760,155,23656,4786,453,58969,82,13848,8,4636,4441,31272,30087,11,18135,18074,513,3425,29019,10609
5928,53290,9159,54170,29035,37370,11645,13743,41030,28471,1815,15695,10793,154,23545,4770,451,59014,81,13796,8,4623,4447,31269,30034,11,18098,18022,512,3410,29023,10612
5929,53341,9183,54270,29146,37474,11664,13771,41040,28572,1822,15765,10849,157,23591,4783,456,59187,81,13819,8,4649,4473,31381,30114,11,18182,18080,514,3431,29116,10684
5930,53363,9165,54285,29213,37528,11664,13765,40978,28610,1823,15786,10904,157,23553,4787,456,59284,83,13847,8,4642,4471,31452,30145,12,18192,18072,515,3447,29149,10699
5931,53463,9171,54408,29269,37617,11710,13807,40947,28659,1825,15820,10962,157,23566,4787,458,59413,83,13873,8,4646,4481,31479,30159,12,18198,18060,514,3445,29203,10733
5932,53472,9181,54406,29314,37629,11727,13806,40839,28672,1819,15834,11010,159,23554,4791,459,59540,83,13908,8,4647,4485,31459,30157,12,18218,18071,516,3453,29229,10758
5933,53512,9190,54458,29379,37639,11725,13805,40776,28723,1824,15884,11072,159,23566,4799,461,59661,83,13927,8,4634,4477,31495,30177,12,18201,18046,513,3463,29265,10784
